SKU_ID,ProductID,CPU,GPU,VRAM,RAM,StorageType,StorageCapacity,ScreenSize,Weight,Price,Stock
80XV00PJIN,1081,AMD Dual-Core APU,Radeon R2,0,4,HDD,1024,15.6,1.65,18890,43
ASU-XY6NU,2348,Intel Core i3 (12th Gen),UHD,0,8,SSD,512,15.6,1.69,38990,45
ASU-WH4UE,2349,Intel Core i3 (8th Gen),UHD 620,0,8,SSD + HDD,1280,14.0,1.51,44990,13
MSI-PXL2U,2350,Intel Core i7 (9th Gen),"Geforce GTX 1650 Ti with Max-Q GPU, 4 GB",4,8,SSD,512,15.6,2.71,52990,26
3V7P8PA,2351,Intel Core i5 (11th Gen),"GeForce MX350 GPU, 2 GB",2,8,SSD,512,15.6,1.68,49999,19
6UC24PA,2352,Intel Core i7 (8th Gen),"Geforce MX250 GPU, 2 GB",2,16,SSD,512,14.0,1.38,82490,33
Z561501SIN9G,2353,Intel Core i5 (7th Gen),"GeForce GTX 940MX GPU, 2 GB",2,8,HDD,1024,14.0,1.88,63990,15
MSI-V62GM,2354,Intel Core i7 (9th Gen),"GeForce GTX 1650 GPU, 4 GB",4,16,SSD + HDD,1280,17.3,2.78,74990,15
80XL03R9IH,1051,Intel Core i5 (7th Gen),"GeForce 920MX GPU, 2 GB",2,4,HDD,1024,15.6,1.67,45540,18
D560168WIN9BE,2355,Intel Pentium Gold,UHD,0,4,SSD,256,14.0,1.35,29643,35
B560112WIN9,2356,Intel Core i5 (8th Gen),"GeForce GTX 1050 GPU, 4 GB",4,8,SSD + HDD,1040,15.6,2.11,46359,48
D560291WIN9S,215,Intel Core i3 (10th Gen),UHD,0,8,HDD,1024,15.6,1.86,44890,48
2J9N1UA,2357,Intel Celeron Dual-Core,UHD 600,0,4,SSD,32,14.0,1.64,32743,19
8WN03PA,2358,Intel Pentium Gold,HD 610,0,4,HDD,1024,15.6,1.95,22490,9
ASU-H7YPR,2359,Intel Celeron Dual-Core,HD 500,0,4,HDD,1024,15.6,1.7,19990,8
D560167WIN9SE,2360,AMD Dual-Core A9 APU,Radeon R5,0,4,HDD,1024,15.6,1.65,27254,5
172V6PA,2361,Intel Core i5 (10th Gen),UHD,0,8,SSD + HDD,1152,14.0,1.6,57990,49
AVI-XQTP2,2362,Intel Core i5 (7th Gen),HD 615,0,8,SSD,256,13.3,1.26,42990,34
B552507UIN9,2363,Intel Core i5 (8th Gen),UHD 620,0,8,HDD,1024,14.0,1.42,46303,45
ASU-8B2RS,2364,Intel Core i3 (11th Gen),UHD,0,8,SSD,256,15.6,1.61,45990,25
ASU-8YDC6,2365,Intel Core i5 (8th Gen),UHD 620,0,8,SSD + HDD,1280,14.0,1.42,64990,13
ASU-D61YF,2366,Intel Core i7 (7th Gen),"GeForce GTX 1050 GPU, 4 GB",4,8,HDD,1024,15.6,2.38,49999,19
81WD00TJIN,114,Intel Core i3 (10th Gen),UHD,0,8,SSD,256,14.0,1.67,39499,34
APP-1PDCK,2367,Intel Core i5 (8th Gen),UHD 617,0,8,SSD,256,13.3,1.29,111190,20
80TU00DKIN,2368,Intel Core i5 (7th Gen),HD 620,0,8,HDD,1024,14.0,1.64,47493,25
3C464PA,2369,Intel Core i3 (10th Gen),UHD,0,4,HDD,1024,14.0,1.42,31731,18
80XH01HAIN,1051,Intel Core i3 (6th Gen),"GeForce 920MX GPU, 2 GB",2,4,HDD,1024,15.6,1.75,31990,22
2R2H4PA,2370,Intel Core i3 (11th Gen),UHD,0,8,SSD,512,14.0,1.6,41391,35
INF-YF6U6,58,Intel Core i5 (13th Gen),Iris Xe,0,16,SSD,512,15.6,1.88,39990,1
A540515WIN8,1358,Intel Core i5 (8th Gen),UHD 620,0,8,SSD,256,13.3,1.28,60999,38
D560825WIN9B,286,Intel Core i5 (11th Gen),"GeForce RTX 3050 GPU, 4 GB",4,8,SSD,512,15.6,2.46,72990,9
ASU-RA5BN,2371,Intel Core i7 (10th Gen),"Geforce GTX 1650Ti GPU, 4 GB",4,16,SSD,1024,15.6,2.33,93990,23
ACE-MGCSD,2174,Intel Core i5 (8th Gen),"GeForce GTX 1060 GPU, 6 GB",6,16,SSD + HDD,1152,15.6,2.25,87990,30
APP-CD6FK,2372,Intel Core i5 (8th Gen),UHD 617,0,8,SSD,256,13.3,1.3,127990,29
81WD0045IN,114,Intel Core i3 (10th Gen),UHD,0,8,SSD,256,14.0,1.64,35990,26
ASU-M7U9C,2373,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD,512,14.0,1.36,43507,5
ASU-JTDQB,2374,Intel Core i7 (8th Gen),"Geforce GTX 1050Ti GPU, 4 GB",4,8,SSD + HDD,1152,15.6,2.32,89990,23
81LK004NIN,1182,Intel Core i5 (9th Gen),"Geforce GTX 1650 GPU, 4 GB",4,8,SSD + HDD,1152,15.6,2.25,98990,16
ASU-67MX8,2375,AMD Octa-Core Ryzen 7,"GeForce RTX 3060 GPU, 6 GB",6,16,SSD,512,15.6,2.34,72990,44
FJR-00015,2376,Intel Core M3 (7th Gen),HD 615,0,4,SSD,128,12.3,1.44,49990,40
ASU-JPDK9,2377,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD,512,15.6,1.7,40990,4
4TS73PA,2378,Intel Core i3 (7th Gen),HD 620,0,4,HDD,1024,15.6,1.6,32990,19
ASU-BMWXV,2379,Intel Core i3 (10th Gen),UHD,0,4,SSD,256,14.0,1.42,36500,18
C566517WIN9,2380,Intel Core i7 (9th Gen),"Geforce GTX 1650 GPU, 4 GB",4,8,SSD + HDD,1536,15.6,2.32,85750,16
ASU-U8SD8,2381,Intel Core i7 (6th Gen),"GeForce GTX 960M GPU, 2 GB",2,16,HDD,1024,15.6,2.53,201734,11
4TT02PA,2382,Intel Core i5 (8th Gen),"GeForce MX110 GPU, 2 GB",2,8,HDD,1024,15.6,1.68,46990,14
ASU-XD0W6,2383,AMD Quad-Core Ryzen 5,"Geforce GTX 1650 GPU, 4 GB",4,8,SSD + HDD,1280,15.6,2.13,78990,26
ACE-II963,1345,Intel Core i5 (10th Gen),UHD,0,4,HDD,1024,15.6,1.84,44168,29
6YZ24PA,2384,Intel Core i5 (8th Gen),UHD 620,0,8,SSD + HDD,1280,14.0,1.48,58830,23
8G149PA,2385,Intel Core i3 (11th Gen),UHD,0,8,SSD,512,15.6,1.66,38999,10
MSI-P248S,2386,Intel Core i5 (9th Gen) Processor,"GeForce GTX 1650 GPU, 4 GB",4,8,SSD,512,15.6,2.34,71990,31
81X10085IN,198,Intel Core i5 (10th Gen),UHD,0,8,SSD,512,14.0,1.56,49021,41
ACE-823RV,2321,Intel Core i5 (8th Gen),"Geforce 940MX GPU, 2 GB",2,8,HDD,1024,15.6,1.68,57999,22
C552511WIN9,2387,Intel Core i3 (10th Gen),UHD,0,4,HDD,1024,15.6,1.93,35233,16
MSI-53G9G,2388,AMD Hexa-Core Ryzen 5,"Radeon RX 5500M GPU, 4 GB",4,8,SSD,512,15.6,1.78,49980,6
9VX41PA,2389,Intel Core i3 (8th Gen),"Geforce MX110 GPU, 2 GB",2,4,HDD,1024,15.6,1.85,36054,23
ACE-2EVDS,2390,AMD Dual-Core APU,Radeon R2,0,4,HDD,1024,15.6,1.81,19490,13
APP-3N4NP,2391,Intel Core i5 (10th Gen),Iris Plus,0,16,SSD,512,13.0,1.64,159490,7
ASU-V3VYD,2392,Intel Core i3 (7th Gen),HD 620,0,8,SSD + HDD,1152,14.0,1.58,44990,17
A560516WIN9,1358,Intel Core i7 (8th Gen),"Radeon 530 GPU, 2 GB",2,8,SSD,256,13.0,1.29,79000,7
INF-6GNBL,2393,Intel Core i5 (11th Gen),Iris Xe,0,16,SSD,512,14.0,1.61,30990,31
MSI-K461Z,229,Intel Core i7 (12th Gen),"GeForce RTX 4050 GPU, 6 GB",6,16,SSD,512,15.6,2.28,74990,34
G8D31PA,2394,1.7 Ghz Processor,"Geforce GT 820M GPU, 2 GB",2,4,HDD,1024,15.6,1.78,40890,26
7LH02PA,2395,Intel Core i7 (9th Gen),"GeForce GTX 1650 GPU, 4 GB",4,8,SSD + HDD,1280,15.6,2.49,81900,12
2D8C6PA,1361,AMD Quad-Core Ryzen 3,Radeon Vega 6,0,4,HDD,1024,14.0,1.35,30950,3
ACE-ETCXG,200,AMD Hexa-Core Ryzen 5,"GeForce RTX 3050 GPU, 4 GB",4,16,SSD,512,15.6,2.26,75800,8
ACE-5MP1A,2396,Intel Core i5 (7th Gen),"GeForce 940MX GPU, 2 GB",2,8,HDD,1024,15.6,1.78,42900,20
ACE-7M26Z,200,AMD Hexa-Core Ryzen 5,"GeForce RTX 3050 GPU, 4 GB",4,16,SSD + HDD,1536,15.6,2.34,72024,3
6HS56UA,2397,Intel Pentium Dual-Core,UHD 605,0,4,SSD,128,11.6,1.23,85743,33
ACE-QTR4N,1164,AMD Quad-Core Ryzen 5,"Geforce GTX 1650 GPU, 4 GB",4,8,SSD + HDD,1280,15.6,2.27,57990,50
ACE-0CGY4,200,AMD Hexa-Core Ryzen 5,"GeForce RTX 3050 GPU, 4 GB",4,16,SSD + HDD,1536,15.6,2.31,72024,20
ACE-HZZX5,200,AMD Hexa-Core Ryzen 5,"GeForce RTX 3050 GPU, 4 GB",4,8,SSD,512,15.6,2.34,56890,22
ACE-G3CV8,200,AMD Hexa-Core Ryzen 5,"GeForce RTX 3050 GPU, 4 GB",4,8,SSD + HDD,1536,15.6,2.29,78500,4
ASU-CLVT7,2398,Intel Core i5 (11th Gen) Processor,"GeForce RTX 3060 GPU, 6 GB",6,16,SSD,512,15.6,2.31,89990,41
30R10PA,2399,Intel Core i5 (11th Gen),Iris Xe,0,16,SSD,512,13.3,1.32,65890,7
Z4Q42PA,2400,Intel Core i5 (7th Gen),"GeForce 940MX GPU, 4 GB",4,8,HDD,1024,15.6,1.84,63854,26
9VG26PA,2401,Intel Core i3 (8th Gen),UHD 620,0,4,HDD,1024,15.6,1.77,29990,17
ACE-WZJHP,2402,Intel Celeron Dual-Core,HD 500,0,2,HDD,500,15.6,1.83,22999,26
7LG86PA,2403,Intel Core i5 (9th Gen),"GeForce GTX 1650 GPU, 4 GB",4,8,SSD + HDD,1280,15.6,2.34,62990,41
ASU-VSS1B,2404,Intel Core i7 (11th Gen) Processor,Iris Xe,0,8,SSD,512,14.0,1.56,59999,3
82EY0078IN,196,AMD Hexa-Core Ryzen 5,"Geforce GTX 1650 Ti GPU, 4 GB",4,8,SSD + HDD,1024,15.6,2.62,69990,38
ASU-Z369X,2405,Intel Core i5 (11th Gen),"GeForce RTX 3050 GPU, 4 GB",4,8,SSD,1024,17.3,2.32,78990,3
80XL0414IN,1081,Intel Core i5 (7th Gen),"GeForce 920MX GPU, 2 GB",2,8,HDD,2048,15.6,1.77,53826,36
MSI-ORIZ1,2406,Intel Core i7 (10th Gen) Processor,"GeForce RTX 2060 GPU, 6 GB",6,16,SSD,512,15.6,2.08,92990,35
ASU-QXU4U,2407,Intel Core i7 (11th Gen) Processor,Iris Xe,0,16,SSD,512,14.0,1.07,89990,42
3GP90PA,2408,Intel Core i5 (8th Gen),UHD 620,0,4,HDD,1024,15.6,1.67,31823,44
80T70015IH,2342,Intel Pentium Quad-Core,HD,0,4,HDD,1024,15.6,1.79,22150,20
80E300RGIN,2409,2.0 Ghz Processor,"R5 M230 GPU, 2 GB",2,8,HDD,1024,15.6,1.8,32500,2
ASU-1K63X,2410,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD,512,14.0,1.09,58990,43
ASU-V4S1U,2411,Intel Core i5 (8th Gen),"Geforce MX130 GPU, 2 GB",2,8,HDD,1024,15.6,1.72,48990,6
ASU-5XA99,2412,Intel Core i3 (7th Gen),UHD 620,0,4,HDD,1024,14.0,1.34,30923,27
INF-CGSTP,649,Intel Core i5 (11th Gen),UHD,0,16,SSD,1024,14.0,1.55,36990,37
3EJ43PA,2413,Intel Core i3 (6th Gen),HD 520,0,4,HDD,2048,15.6,1.84,30990,27
ASU-MGVBU,2414,Intel Core i5 (8th Gen),"GeForce MX150  GPU, 2 GB",2,8,HDD,1024,15.6,1.78,49999,34
FJT-00015,2415,Intel Core i5 (7th Gen),HD 620,0,4,SSD,128,12.3,1.32,79999,32
81W800TGIN,8,Intel Core i5 (10th Gen),UHD,0,8,SSD + HDD,1280,15.6,1.95,52820,38
81LG00HTIN,1182,Intel Core i5 (8th Gen),UHD 620,0,8,HDD,1024,15.6,1.91,41990,34
1F5D1PA,2416,AMD Dual-Core A6 APU,Radeon R4,0,4,HDD,1024,15.6,1.84,24913,5
2TZ24PA,2417,Intel Core i3 (6th Gen),HD 520,0,4,HDD,1024,15.6,1.8,32990,10
ACE-22368,2418,Intel Core i5 (7th Gen),"GeForce 940MX GPU, 2 GB",2,8,HDD,1024,15.6,1.75,41900,34
81LK01QTIN,1182,Intel Core i5 (9th Gen),"GeForce GTX 1050 GPU, 3 GB",3,8,HDD,1024,15.6,2.33,46794,12
81VD008NIN,8,Intel Core i3 (8th Gen),UHD 620,0,4,SSD,256,15.6,1.77,34990,21
IBA-E74L0,2419,Intel Celeron Dual-Core,HD 500,0,3,SSD,32,14.0,1.56,16900,29
ASU-0S6TW,2420,Intel Core i5 (12th Gen),UHD,0,8,SSD,512,14.0,1.35,48990,23
D560542WIN9W,415,AMD Hexa-Core Ryzen 5,"GeForce RTX 3050 GPU, 4 GB",4,8,SSD,512,15.6,2.62,71990,33
20RV00BPIH,341,Intel Core i5 (10th Gen),UHD,0,8,SSD,256,14.0,1.58,64200,18
82FE00K0IN,2421,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD,512,14.0,1.51,58990,47
ACE-A296A,2422,AMD Dual-Core Athlon,Radeon Vega 3,0,4,HDD,1024,14.0,1.51,39999,21
81DE02YMIN,1061,Intel Celeron Dual-Core,HD 610,0,4,HDD,1024,15.6,1.67,19990,40
81UT00NTIN,8,AMD Dual-Core Ryzen 3,Radeon Vega 3,0,4,HDD,1024,15.6,1.94,27990,7
ASU-I4P5W,2423,Intel Core i7 (11th Gen),Iris Xe,0,8,SSD,512,15.6,1.92,70500,15
81LG0094IN,1182,Intel Core i5 (8th Gen),UHD 620,0,8,HDD,1024,15.6,1.77,39990,10
D552119UIN9BE,1156,Intel Core i3 (10th Gen),UHD,0,4,HDD,1024,14.0,1.33,30990,5
ASU-KJYTN,2424,Intel Core i5 (10th Gen),UHD,0,8,HDD,1024,15.6,1.74,44990,10
7NM78PA,2425,Intel Core i7 (9th Gen),"GeForce GTX 1650 GPU, 4 GB",4,8,SSD + HDD,1280,15.6,2.63,81990,36
2R2H6PA,2426,Intel Core i5 (11th Gen) Processor,Iris Xe,0,8,SSD,512,14.0,1.35,64990,22
7PL71PA,2427,Intel Core i5 (9th Gen),"Geforce GTX 1050 GPU, 4 GB",4,8,SSD,512,15.6,2.19,63641,43
ASU-5C92N,2428,Intel Core i7 (12th Gen),"GeForce RTX 3060 GPU, 6 GB",6,8,SSD,1024,15.6,2.33,94249,19
1HQ28PA,2429,Intel Core i5 (6th Gen),"Radeon R5 M430 GPU, 2 GB",2,4,HDD,1024,15.6,1.67,44900,2
1DF77PA,2430,AMD Quad-Core A6 APU,Radeon R4,0,4,HDD,1024,15.6,1.9,23990,14
LG-MY24P,2431,Intel Core i5 (10th Gen),Iris Plus,0,8,SSD,256,14.0,1.04,64990,6
D560363WIN9PE,1063,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD,512,14.0,1.5,53490,6
80XL037AIN,2182,Intel Core i7 (7th Gen),GeForce 920M,0,8,HDD,1024,15.6,1.93,65212,35
ACE-5PWTC,2432,Intel Core i5 (10th Gen),UHD,0,8,HDD,1024,14.0,1.35,36147,4
ACE-MJGEI,2433,Intel Core i5 (8th Gen),"GeForce GTX 1050Ti GPU, 4 GB",4,8,SSD + HDD,1040,15.6,2.31,55990,47
ASU-Z58CA,2434,Intel Core i3 (10th Gen),UHD,0,8,HDD,1024,15.6,1.71,36990,25
ASU-BQRXL,2435,AMD Quad-Core Ryzen 5,Radeon Vega 8,0,8,HDD,1024,15.6,1.66,32197,4
2VL81PA,2436,Intel Core i3 (7th Gen),HD 620,0,4,SSD,128,13.3,1.35,53490,17
ASU-97OUD,2437,Intel Core i3 (11th Gen),UHD,0,8,SSD,512,14.0,1.5,46999,18
ASU-2G2NX,2438,Intel Core M5 (6th Gen),HD 515,0,4,SSD,64,12.5,1.44,73204,10
D560385WIN9S,215,Intel Core i5 (11th Gen),"GeForce MX230 GPU, 2 GB",2,8,SSD + HDD,1280,15.6,1.93,63590,22
2TZ87PA,2439,AMD Dual-Core A6 APU,Radeon R4,0,4,HDD,1024,15.6,1.81,25397,8
APP-VDO6M,2440,Intel Core i5 (8th Gen),Iris Plus Graphics 645,0,8,SSD,128,13.3,1.6,97040,15
82K200X3IN-V2,43,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",4,16,SSD,512,15.6,2.06,81990,46
82AU00PNIN,2441,Intel Core i7 (10th Gen),"GeForce GTX 1650 GPU, 4 GB",4,16,SSD,512,15.6,2.41,86690,20
81H7009WIN,96,Intel Core i3 (7th Gen),HD 620,0,4,HDD,1024,15.6,1.61,27990,2
MSI-PK9NF,2442,AMD Hexa-Core Ryzen 5,Radeon,0,8,SSD,256,14.0,1.31,35990,7
8QG92PA,2443,Intel Core i5 (10th Gen),"GeForce MX250 GPU, 2 GB",2,8,SSD + HDD,1280,14.0,1.53,63761,18
ACE-5P44I,2444,Intel Core i5 (9th Gen),"Geforce GTX 1660 Ti GPU, 6 GB",6,16,SSD + HDD,1280,17.3,2.7,79990,28
ACE-XRTUT,2445,Intel Core i7 (7th Gen),"GeForce GTX 1050 GPU, 4 GB",4,8,SSD + HDD,1152,15.6,2.19,87999,3
81VW00CVIN,1184,Intel Core i5 (10th Gen),Iris Plus,0,8,SSD,512,15.6,1.79,51990,27
MSI-2UCIV,2446,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD,512,14.0,1.45,54990,49
ASU-F96T0,2447,Intel Core i5 (11th Gen),Iris Xe,0,16,SSD + HDD,1280,17.3,1.75,49671,10
ACE-XC64O,2448,AMD Dual-Core E1 APU,HD Graphics,0,4,HDD,1024,15.6,1.87,17990,46
AVI-ALBGT,2449,Intel Core i7 (10th Gen),UHD,0,16,SSD,1024,14.0,1.37,38990,7
MSI-KASCZ,2450,Intel Core i7 (11th Gen) Processor,"GeForce RTX 3070 GPU, 8 GB",8,16,SSD,1024,15.6,2.13,101651,46
D560261WIN9BL,2451,Intel Core i7 (10th Gen),"Geforce GTX 1660 Ti GPU, 6 GB",6,16,SSD,512,15.6,2.67,103794,44
82FE00QLIN,2452,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD,512,14.0,1.53,54994,11
MSI-GM4MX,2453,Intel Core i5 (11th Gen) Processor,UHD,0,8,SSD,512,14.0,1.51,43231,23
ASU-ADWDR,2454,Intel Core i5 (8th Gen),"Geforce MX130 GPU, 2 GB",2,4,SSD + HDD,1040,15.6,1.67,46990,50
ASU-8P5KD,2455,Intel Celeron Dual-Core,UHD 600,0,4,HDD,1024,15.6,1.86,27999,34
APP-YZXZO,2456,Intel Core i5 (8th Gen),Iris Plus 655,0,8,SSD,256,13.3,1.61,112040,18
ASU-NZU81,2457,Intel Celeron Dual-Core,HD 500,0,4,SSD,64,14.0,1.41,15990,19
81N8009RIN,1184,Intel Core i5 (8th Gen),"Geforce MX230 GPU, 2 GB",2,8,SSD,512,15.6,1.83,56990,30
82BH004HIN,2458,Intel Core i7 (11th Gen),Iris Xe,0,16,SSD,512,14.0,1.62,101490,15
D560459WIN9SE,2459,AMD Hexa-Core Ryzen 5,Radeon Vega,0,8,SSD,512,15.6,1.74,59790,28
1N1G4PA,2460,AMD Hexa-Core Ryzen 5,"Geforce GTX 1650 Ti GPU, 4 GB",4,8,SSD + HDD,1280,15.6,2.71,63494,44
81X10084IN,198,Intel Core i3 (10th Gen),UHD,0,8,SSD,512,14.0,1.44,66000,14
ASU-BUOFX,2461,AMD Dual-Core Ryzen 3,Radeon,0,4,SSD,256,15.6,1.8,32200,7
3TT73PA,2462,Intel Core i5 (8th Gen),"Radeon 520 GPU, 2 GB",2,4,HDD,1024,15.6,1.73,42890,18
D560717WIN9B,2463,Intel Pentium Quad-Core,Integrated,0,4,SSD,256,15.6,1.75,35500,1
82KBA03HIH,190,Intel Core i3 (11th Gen),UHD,0,8,SSD + HDD,1280,15.6,1.93,37490,10
4NE21PA,2464,AMD Dual-Core APU,Radeon R2,0,4,HDD,1024,15.6,1.82,24335,2
FKH-00015,2415,Intel Core i7 (7th Gen),Iris Plus 640,0,16,SSD,512,12.3,1.42,147400,13
HP-7F91L,2465,AMD Dual-Core Ryzen 3,Radeon,0,8,HDD,1024,15.6,1.93,27990,4
81D6007BIN,2466,AMD Dual-Core APU,Radeon R2,0,4,HDD,1024,15.6,1.8,21190,24
LG-TQADW,2467,Intel Core i5 (8th Gen),UHD 620,0,8,SSD,256,14.0,0.97,52990,47
ASU-RMBCZ,2468,Intel Celeron Dual-Core,UHD 600,0,4,HDD,1024,15.6,1.71,20990,50
81G200CAIN,1061,Intel Core i3 (7th Gen),HD 620,0,4,HDD,1024,14.0,1.34,24990,22
ASU-8FI97,2469,AMD Dual-Core A9 APU,Radeon R5,0,4,HDD,1024,15.6,1.77,28990,16
ASU-GGUN3,2470,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",4,16,SSD,512,17.3,2.26,84990,22
D560439WIN9S,215,Intel Core i5 (11th Gen),"GeForce MX330 GPU, 2 GB",2,8,SSD + HDD,1280,15.6,1.75,49490,33
C562522WIN9,1667,Intel Core i3 (10th Gen),UHD,0,4,SSD + HDD,1280,14.0,1.57,67990,4
9LA35PA,2471,AMD Dual-Core Athlon,Radeon Vega 3,0,4,HDD,1024,15.6,1.83,27195,16
D560170WIN9SE,2472,AMD Dual-Core Ryzen 3,Radeon Vega 3,0,4,HDD,1024,15.6,1.61,29590,49
7NM77PA,2473,Intel Core i5 (9th Gen),"GeForce GTX 1650 GPU, 4 GB",4,8,SSD + HDD,1280,15.6,2.39,71990,2
D560581WIN9BE,34,Intel Core i3 (11th Gen),UHD,0,8,SSD,256,15.6,1.65,43146,24
9GD55PA,2474,Intel Core i3 (7th Gen),HD 620,0,4,HDD,1024,15.6,1.62,28490,37
ASU-CUHQ8,2475,Intel Celeron Dual-Core,UHD 600,0,4,SSD,256,15.6,1.69,23990,47
80XL040YIN,2182,Intel Core i5 (7th Gen),"Geforce 940MX GPU, 2 GB",2,4,HDD,1024,15.6,1.66,44990,2
ASU-KDXGK,2476,Intel Celeron Dual-Core,UHD 600,0,4,SSD,64,11.6,1.06,11990,15
8GB02PA,2477,Intel Core i5 (10th Gen),UHD,0,8,SSD + HDD,1280,14.0,1.41,73990,36
ACE-F4TD7,221,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD,512,15.6,1.71,48899,41
D560481WIN9S,2478,Intel Core i5 (11th Gen),Iris Xe,0,16,SSD,512,14.0,1.44,63990,41
ACE-Q78NT,2479,Intel Core i7 (9th Gen),"Geforce GTX 1650 GPU, 4 GB",4,8,SSD,512,15.6,2.41,52431,43
LEN-AHLLA,114,Intel Core i5 (10th Gen),UHD,0,4,HDD,1024,15.6,1.61,32927,39
APP-7D1R8,2480,Intel Core i9 (9th Gen),"Radeon Pro 5500M GPU, 4 GB",4,16,SSD,1024,16.0,1.59,215990,2
ASU-4YRRT,2481,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD,512,14.0,1.62,63990,28
AVI-S2LLM,2482,Intel Core i5 (7th Gen),HD 615,0,8,SSD,128,14.0,1.38,42790,3
82K200X2IN,196,AMD Octa-Core Ryzen 7 Processor,"GeForce GTX 1650 GPU, 4 GB",4,16,SSD,512,15.6,2.7,72990,5
ASU-19LP5,2483,Intel Core i5 (8th Gen),"GeForce MX150 GPU, 2 GB",2,8,HDD,1024,15.6,1.66,52790,31
82FG010AIN,141,Intel Core i5 (11th Gen),"GeForce MX450 GPU, 2 GB",2,8,SSD + HDD,1280,15.6,1.64,50407,44
81NG00C2IN,1085,Intel Core i5 (10th Gen),"GeForce MX250 GPU, 2 GB",2,8,SSD + HDD,1280,15.6,1.89,69303,38
4RJ78PA,2484,Intel Core i7 (8th Gen),"Geforce GTX 1050Ti GPU, 4 GB",4,16,SSD + HDD,1152,15.6,2.18,108990,2
MSI-HR6G9,2485,Intel Core i5 (11th Gen),UHD,0,8,SSD,512,14.0,1.53,66990,26
3DY19PA,2486,Intel Pentium Quad-Core,HD 405,0,4,HDD,1024,15.6,1.85,23952,40
ASU-PT5T1,2487,AMD Hexa-Core Ryzen 5 Processor,"GeForce RTX 3050 Ti GPU, 4 GB",4,16,SSD,512,15.6,2.32,89752,47
1HQ29PA,2488,Intel Core i5 (7th Gen),"GeForce GTX 1050  GPU, 2 GB",2,8,HDD,1024,15.6,2.21,82267,49
81Y40183IN,109,Intel Core i5 (10th Gen),"GeForce GTX 1650 GPU, 4 GB",4,8,HDD,1024,15.6,2.07,56990,26
ASU-T69GJ,2489,AMD Quad-Core Ryzen 5,Radeon Vega 8,0,4,SSD,256,15.6,1.86,34990,40
ASU-JU1MR,2490,Intel Core i5 (8th Gen),"Geforce MX150 GPU, 2 GB",2,8,SSD + HDD,1152,15.6,1.69,49990,24
81W10052IN,2491,AMD Dual-Core Ryzen 3,Radeon,0,4,HDD,1024,15.6,1.6,30990,27
4RJ56PA,2492,Intel Core i7 (8th Gen),"Geforce GTX 1050Ti GPU, 4 GB",4,8,SSD + HDD,1152,15.6,2.56,116941,6
D552183WIN9DE,223,Intel Core i5 (11th Gen),"GeForce MX330 GPU, 2 GB",2,8,SSD,512,14.0,1.65,49990,10
ASU-UD89I,2493,Intel Core i7 (10th Gen),"GeForce GTX 1650 GPU, 4 GB",4,16,SSD + HDD,1280,15.6,2.33,55990,23
ASU-NT193,2494,Intel Core i7 (8th Gen),HD 620,0,16,SSD,512,14.0,1.09,160905,22
IBA-QMIAQ,2495,Intel Atom Quad-Core,HD,0,2,SSD,32,10.1,1.11,13900,15
81UT00EGIN,8,AMD Quad-Core Ryzen 5,Radeon Vega 8,0,8,SSD,512,15.6,1.64,39990,25
ASU-NHT2J,2496,Intel Core i7 (6th Gen),"GeForce GTX 960M GPU, 4 GB",4,8,HDD,1024,15.6,2.08,68000,16
ASU-P47GI,2497,Intel Core i5 (7th Gen),"GeForce GT 940MX GPU, 2 GB",2,8,HDD,1024,15.6,1.8,42090,15
ACE-5P0BH,2498,Intel Core i5 (10th Gen),"Geforce GTX 1650 Ti GPU, 4 GB",4,8,SSD + HDD,1280,15.6,2.63,79990,28
13S52PA,2499,Intel Core i5 (10th Gen),UHD,0,8,HDD,1024,15.6,1.68,53779,27
21A4A09TIH,2500,AMD Quad-Core Ryzen 3,Radeon,0,8,SSD,512,15.6,1.73,41990,42
82H802FHIN,2,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD,512,15.6,1.65,49671,36
ASU-DMU04,2501,Intel Core i5 (8th Gen),UHD 620,0,8,SSD,512,14.0,1.32,45990,13
ASU-8N88P,2502,Intel Celeron Dual-Core,UHD 600,0,4,HDD,500,11.6,1.05,19990,10
ASU-P11A7,2503,AMD Quad-Core Ryzen 5,Radeon,0,8,SSD,512,15.6,1.67,40643,18
ASU-NX9O1,2504,Intel Core i5 (8th Gen),UHD 620,0,8,SSD,512,14.0,1.45,57599,26
ASU-HN1YS,2505,AMD Quad-Core A12 APU,Radeon R7,0,8,SSD,512,15.6,1.78,27990,41
82NC00FSIN,2506,Intel Core i5 (11th Gen),Iris Xe,0,16,SSD,512,14.0,1.45,64999,17
